"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Pressione_FTP";"01/03/2022 12:59:59";26,97006;1;44621541651,5394
"CosPhi_FTP";"01/03/2022 12:59:59";0;1;44621541651,5394
"Portata_FTP";"01/03/2022 13:14:59";0;1;44621552068,4491
"Potenza_FTP";"01/03/2022 13:14:59";0;1;44621552068,4491
"Pressione_FTP";"01/03/2022 13:14:59";26,89407;1;44621552068,4491
"CosPhi_FTP";"01/03/2022 13:14:59";0;1;44621552068,4491
"Portata_FTP";"01/03/2022 15:04:11";0;1;44621627909,375
"Potenza_FTP";"01/03/2022 15:04:11";0;1;44621627909,375
"Pressione_FTP";"01/03/2022 15:04:11";26,88831;1;44621627909,375
"CosPhi_FTP";"01/03/2022 15:04:11";0;1;44621627909,375
"Portata_FTP";"01/03/2022 15:19:11";0;1;44621638326,8056
"Potenza_FTP";"01/03/2022 15:19:11";0;1;44621638326,8056
"Pressione_FTP";"01/03/2022 15:19:11";26,88947;1;44621638326,8056
"CosPhi_FTP";"01/03/2022 15:19:11";0;1;44621638326,8056
"Portata_FTP";"01/03/2022 15:34:11";0;1;44621648743,7963
"Potenza_FTP";"01/03/2022 15:34:11";0;1;44621648743,7963
"Pressione_FTP";"01/03/2022 15:34:11";26,90904;1;44621648743,7963
"CosPhi_FTP";"01/03/2022 15:34:11";0;1;44621648743,7963
"Portata_FTP";"01/03/2022 15:49:11";0;1;44621659159,9884
"Potenza_FTP";"01/03/2022 15:49:11";0;1;44621659159,9884
"Pressione_FTP";"01/03/2022 15:49:11";26,89983;1;44621659159,9884
"CosPhi_FTP";"01/03/2022 15:49:11";0;1;44621659159,9884
"Portata_FTP";"01/03/2022 16:04:11";0;1;44621669576,5394
"Potenza_FTP";"01/03/2022 16:04:11";0;1;44621669576,5394
"Pressione_FTP";"01/03/2022 16:04:11";26,89292;1;44621669576,5394
"CosPhi_FTP";"01/03/2022 16:04:11";0;1;44621669576,5394
"Portata_FTP";"01/03/2022 16:19:11";0;1;44621679992,8935
"Potenza_FTP";"01/03/2022 16:19:11";0;1;44621679992,8935
"Pressione_FTP";"01/03/2022 16:19:11";26,91364;1;44621679992,8935
"CosPhi_FTP";"01/03/2022 16:19:11";0;1;44621679992,8935
"Portata_FTP";"01/03/2022 16:34:11";0;1;44621690409,3981
"Potenza_FTP";"01/03/2022 16:34:11";0;1;44621690409,3981
"Pressione_FTP";"01/03/2022 16:34:11";26,88486;1;44621690409,3981
"CosPhi_FTP";"01/03/2022 16:34:11";0;1;44621690409,3981
"Portata_FTP";"01/03/2022 16:49:11";0;1;44621700826,0995
"Potenza_FTP";"01/03/2022 16:49:11";0;1;44621700826,0995
"Pressione_FTP";"01/03/2022 16:49:11";26,88831;1;44621700826,0995
"CosPhi_FTP";"01/03/2022 16:49:11";0;1;44621700826,0995
"Portata_FTP";"01/03/2022 17:04:11";0;1;44621711242,7894
"Potenza_FTP";"01/03/2022 17:04:11";0;1;44621711242,7894
"Pressione_FTP";"01/03/2022 17:04:11";26,87104;1;44621711242,7894
"CosPhi_FTP";"01/03/2022 17:04:11";0;1;44621711242,7894
"Portata_FTP";"01/03/2022 17:19:11";0;1;44621721660,382
"Potenza_FTP";"01/03/2022 17:19:11";0;1;44621721660,382
"Pressione_FTP";"01/03/2022 17:19:11";27;1;44621721660,382
"CosPhi_FTP";"01/03/2022 17:19:11";0;1;44621721660,382
"Portata_FTP";"01/03/2022 17:34:11";0;1;44621732077,0833
"Potenza_FTP";"01/03/2022 17:34:11";0;1;44621732077,0833
"Pressione_FTP";"01/03/2022 17:34:11";27;1;44621732077,0833
"CosPhi_FTP";"01/03/2022 17:34:11";0;1;44621732077,0833
"Portata_FTP";"01/03/2022 17:49:11";0;1;44621742493,8079
"Potenza_FTP";"01/03/2022 17:49:11";0;1;44621742493,8079
"Pressione_FTP";"01/03/2022 17:49:11";27;1;44621742493,8079
"CosPhi_FTP";"01/03/2022 17:49:11";0;1;44621742493,8079
"Portata_FTP";"01/03/2022 18:04:11";0;1;44621752910,0463
"Potenza_FTP";"01/03/2022 18:04:11";0;1;44621752910,0463
"Pressione_FTP";"01/03/2022 18:04:11";26,92746;1;44621752910,0463
"CosPhi_FTP";"01/03/2022 18:04:11";0;1;44621752910,0463
"$RT_OFF$";"11/03/2022 09:08:15";0;2;44631380730,081
"$RT_OFF$";"11/03/2022 09:12:44";0;2;44631383838,1944
"$RT_OFF$";"11/03/2022 09:13:38";0;2;44631384463,4838
"$RT_OFF$";"11/03/2022 09:21:29";0;2;44631389921,4699
"Portata_FTP";"11/03/2022 16:07:45";0;1;44631672044,3981
"Potenza_FTP";"11/03/2022 16:07:45";0;1;44631672044,3981
"Pressione_FTP";"11/03/2022 16:07:45";26,88025;1;44631672044,3981
"CosPhi_FTP";"11/03/2022 16:07:45";0;1;44631672044,3981
"$RT_OFF$";"11/03/2022 16:13:53";0;2;44631676302,9167
"$RT_OFF$";"11/03/2022 16:21:00";0;2;44631681251,331
"$RT_OFF$";"11/03/2022 16:34:32";0;2;44631690643,75
"Portata_FTP";"11/03/2022 16:49:46";0;1;44631701223,3333
"Potenza_FTP";"11/03/2022 16:49:46";0;1;44631701223,3333
"Pressione_FTP";"11/03/2022 16:49:46";26,86759;1;44631701223,3333
"CosPhi_FTP";"11/03/2022 16:49:46";0;1;44631701223,3333
"$RT_OFF$";"11/03/2022 17:04:13";0;2;44631711263,1597
"Portata_FTP";"11/07/2022 13:50:44";0;1;44753576903,2986
"Potenza_FTP";"11/07/2022 13:50:44";0;1;44753576903,2986
"Pressione_FTP";"11/07/2022 13:50:44";0;1;44753576903,2986
"CosPhi_FTP";"11/07/2022 13:50:44";0;1;44753576903,2986
"$RT_OFF$";"11/07/2022 13:56:57";0;2;44753581216,4931
"$RT_OFF$";"11/07/2022 14:01:57";0;2;44753584685,3009
"Portata_FTP";"11/07/2022 14:31:51";0;1;44753605446,5393
"Potenza_FTP";"11/07/2022 14:31:51";0;1;44753605446,5393
"Pressione_FTP";"11/07/2022 14:31:51";0;1;44753605446,5393
"CosPhi_FTP";"11/07/2022 14:31:51";0;1;44753605446,5393
"Portata_FTP";"11/07/2022 14:46:51";0;1;44753615863,1366
"Potenza_FTP";"11/07/2022 14:46:51";0;1;44753615863,1366
"Pressione_FTP";"11/07/2022 14:46:51";0;1;44753615863,1366
"CosPhi_FTP";"11/07/2022 14:46:51";0;1;44753615863,1366
