x__TimeStamp,PLC1_AI_PT_LINEA,PLC1_AI_PT_TURBINA,PLC1_AI_POT_ATTIVA,PLC1_AI_FT_PORT_IST,PLC1_AI_COSPHI,PLC1_AI_LT_BACINO
03/03/2023 22:30:00,"0,0513","0,0487","0,0000","0,0025","0,0000","0,2261"
03/03/2023 22:45:00,"0,0481","0,0483","0,0000","0,0024","0,0000","0,2266"
03/03/2023 23:00:00,"0,0471","0,0481","0,0000","0,0026","0,0000","0,2267"
03/03/2023 23:15:00,"0,0446","0,0483","0,0000","0,0025","0,0000","0,2262"
03/03/2023 23:30:00,"0,0444","0,0481","0,0000","0,0024","0,0000","0,2252"
03/03/2023 23:45:00,"0,0433","0,0497","0,0000","0,0024","0,0000","0,2245"
03/04/2023 00:00:00,"0,0446","0,0496","0,0000","0,0024","0,0000","0,2244"
03/04/2023 00:15:00,"0,0380","0,0498","0,0000","0,0024","0,0000","0,2236"
03/04/2023 00:30:00,"0,0329","0,0499","0,0000","0,0024","0,0000","0,2193"
03/04/2023 00:45:00,"0,0288","0,0483","0,0000","0,0024","0,0000","0,2182"
03/04/2023 01:00:00,"0,0231","0,0481","0,0000","0,0024","0,0000","0,2168"
03/04/2023 01:15:00,"0,0209","0,0478","0,0000","0,0024","0,0000","0,2147"
03/04/2023 01:30:00,"0,0157","0,0476","0,0000","0,0024","0,0000","0,2114"
03/04/2023 01:45:00,"0,0132","0,0475","0,0000","0,0023","0,0000","0,2123"
03/04/2023 02:00:00,"0,0091","0,0483","0,0000","0,0023","0,0000","0,2100"
03/04/2023 02:15:00,"0,0062","0,0484","0,0000","0,0022","0,0000","0,2103"
03/04/2023 02:30:00,"0,0033","0,0482","0,0000","0,0023","0,0000","0,2080"
03/04/2023 02:45:00,"0,0011","0,0474","0,0000","0,0022","0,0000","0,2054"
03/04/2023 03:00:00,"-0,0011","0,0488","0,0000","0,0022","0,0000","0,2070"
03/04/2023 03:15:00,"-0,0019","0,0485","0,0000","0,0022","0,0000","0,2073"
03/04/2023 03:30:00,"-0,0034","0,0488","0,0000","0,0021","0,0000","0,2049"
03/04/2023 03:45:00,"-0,0035","0,0494","0,0000","0,0022","0,0000","0,2031"
03/04/2023 04:00:00,"-0,0043","0,0495","0,0000","0,0022","0,0000","0,2050"
03/04/2023 04:15:00,"-0,0060","0,0497","0,0000","0,0022","0,0000","0,2052"
03/04/2023 04:30:00,"-0,0076","0,0503","0,0000","0,0022","0,0000","0,2036"
03/04/2023 04:45:00,"-0,0083","0,0498","0,0000","0,0021","0,0000","0,2024"
03/04/2023 05:00:00,"-0,0075","0,0499","0,0000","0,0021","0,0000","0,2013"
03/04/2023 05:15:00,"-0,0095","0,0497","0,0000","0,0021","0,0000","0,2006"
03/04/2023 05:30:00,"-0,0107","0,0501","0,0000","0,0021","0,0000","0,2014"
03/04/2023 05:45:00,"-0,0113","0,0512","0,0000","0,0021","0,0000","0,1992"
03/04/2023 06:00:00,"-0,0131","0,0500","0,0000","0,0021","0,0000","0,1984"
03/04/2023 06:15:00,"-0,0151","0,0493","0,0000","0,0021","0,0000","0,1984"
03/04/2023 06:30:00,"-0,0170","0,0489","0,0000","0,0021","0,0000","0,1970"
03/04/2023 06:45:00,"-0,0311","0,0482","0,0000","0,0021","0,0000","0,1915"
03/04/2023 07:00:00,"-0,0064","0,0486","0,0000","0,0020","0,0000","0,2030"
03/04/2023 07:15:00,"0,0830","0,0484","0,0000","0,0021","0,0000","0,1958"
03/04/2023 07:30:00,"0,2146","0,0487","0,0000","0,0021","0,0000","0,1932"
03/04/2023 07:45:00,"0,3099","0,0486","0,0000","0,0055","0,0000","0,1952"
03/04/2023 08:00:00,"1,0205","0,0485","0,0000","0,0021","0,0000","0,1954"
03/04/2023 08:15:00,"1,3707","0,0484","0,0000","0,0020","0,0000","0,2921"
03/04/2023 08:30:00,"1,3709","0,0474","0,0000","0,0020","0,0000","0,3322"
03/04/2023 08:45:00,"1,3708","0,0478","0,0000","0,0021","0,0000","0,3452"
03/04/2023 09:00:00,"1,3709","0,0478","0,0000","0,0020","0,0000","0,2730"
03/04/2023 09:15:00,"1,3713","0,0485","0,0000","0,0021","0,0000","0,2926"
03/04/2023 09:30:00,"1,3709","0,0479","0,0000","0,0021","0,0000","0,2889"
03/04/2023 09:45:00,"1,3716","0,0491","0,0000","0,0022","0,0000","0,3098"
03/04/2023 10:00:00,"1,3712","0,0488","0,0000","0,0022","0,0000","0,2749"
03/04/2023 10:15:00,"1,3714","0,0491","0,0000","0,0021","0,0000","0,2686"
03/04/2023 10:30:00,"1,3703","0,0481","0,0000","0,0022","0,0000","0,2548"
03/04/2023 10:45:00,"1,3689","0,0477","0,0000","0,0022","0,0000","0,2246"
03/04/2023 11:00:00,"1,3696","0,0473","0,0000","0,0021","0,0000","0,2419"
03/04/2023 11:15:00,"1,3698","0,0481","0,0000","0,0023","0,0000","0,2531"
03/04/2023 11:30:00,"1,3705","0,0497","0,0000","0,0022","0,0000","0,2526"
03/04/2023 11:45:00,"1,3703","0,0497","0,0000","0,0023","0,0000","0,2608"
03/04/2023 12:00:00,"1,3702","0,0481","0,0000","0,0023","0,0000","0,2468"
03/04/2023 12:15:00,"1,3702","0,0484","0,0000","0,0023","0,0000","0,2441"
03/04/2023 12:30:00,"1,3706","0,0483","0,0000","0,0023","0,0000","0,2636"
03/04/2023 12:45:00,"1,3702","0,0487","0,0000","0,0025","0,0000","0,2308"
03/04/2023 13:00:00,"1,3711","0,0497","0,0000","0,0024","0,0000","0,2879"
03/04/2023 13:15:00,"1,3714","0,0479","0,0000","0,0024","0,0000","0,3119"
03/04/2023 13:30:00,"1,3712","0,0493","0,0000","0,0025","0,0000","0,3060"
03/04/2023 13:45:00,"1,3723","0,0497","0,0000","0,0024","0,0000","0,2969"
03/04/2023 14:00:00,"1,3715","0,0480","0,0000","0,0024","0,0000","0,3885"
03/04/2023 14:15:00,"1,3722","0,0477","0,0000","0,0023","0,0000","0,3204"
03/04/2023 14:30:00,"1,3701","0,0490","0,0000","0,0024","0,0000","0,3601"
03/04/2023 14:45:00,"1,3721","0,0494","0,0000","0,0025","0,0000","0,3469"
03/04/2023 15:00:00,"1,3718","0,0498","0,0000","0,0025","0,0000","0,3551"
03/04/2023 15:15:00,"1,3723","0,0497","0,0000","0,0025","0,0000","0,3145"
03/04/2023 15:30:00,"1,3730","0,0494","0,0000","0,0025","0,0000","0,3205"
03/04/2023 15:45:00,"1,3736","0,0489","0,0000","0,0025","0,0000","0,3414"
03/04/2023 16:00:00,"1,3716","0,0479","0,0000","0,0026","0,0000","0,3311"
03/04/2023 16:15:00,"1,3712","0,0494","0,0000","0,0025","0,0000","0,3311"
03/04/2023 16:30:00,"1,3707","0,0492","0,0000","0,0026","0,0000","0,2705"
03/04/2023 16:45:00,"1,3718","0,0497","0,0000","0,0026","0,0000","0,2891"
03/04/2023 17:00:00,"1,3708","0,0486","0,0000","0,0026","0,0000","0,2937"
03/04/2023 17:15:00,"1,3715","0,0487","0,0000","0,0025","0,0000","0,3050"
